window_start,window_end,event_count,addtocart_count,transaction_count,estimated_abandoned_count,estimated_abandonment_rate,top_5_abandoned_item_ids,alert_status
2015-06-01 17:13:00,2015-06-01 17:18:00,120,4,0,4,100.0,"[""393144"", ""50577"", ""187611"", ""188148""]",HIGH_RISK
2015-06-01 17:14:00,2015-06-01 17:19:00,130,4,0,4,100.0,"[""50577"", ""187611"", ""188148"", ""183049""]",HIGH_RISK
2015-06-01 17:15:00,2015-06-01 17:20:00,135,6,1,4,80.0,"[""188148"", ""211525"", ""277201"", ""379092""]",HIGH_RISK
2015-06-01 17:16:00,2015-06-01 17:21:00,153,6,1,4,80.0,"[""188148"", ""211525"", ""277201"", ""379092""]",HIGH_RISK
2015-06-01 17:17:00,2015-06-01 17:22:00,162,7,1,5,83.3333,"[""211525"", ""277201"", ""379092"", ""104342"", ""118720""]",HIGH_RISK
2015-06-01 17:18:00,2015-06-01 17:23:00,166,7,1,5,83.3333,"[""211525"", ""277201"", ""379092"", ""104342"", ""118720""]",HIGH_RISK
2015-06-01 17:19:00,2015-06-01 17:24:00,159,6,1,5,100.0,"[""211525"", ""277201"", ""379092"", ""104342"", ""118720""]",HIGH_RISK
2015-06-01 17:20:00,2015-06-01 17:25:00,149,2,0,2,100.0,"[""104342"", ""118720""]",HIGH_RISK
2015-06-01 17:21:00,2015-06-01 17:26:00,149,3,0,3,100.0,"[""104342"", ""118720"", ""452295""]",HIGH_RISK
2015-06-01 17:22:00,2015-06-01 17:27:00,141,1,0,1,100.0,"[""452295""]",HIGH_RISK
2015-06-01 17:23:00,2015-06-01 17:28:00,150,5,0,5,100.0,"[""452295"", ""301483"", ""202052"", ""44882"", ""144076""]",HIGH_RISK
2015-06-01 17:24:00,2015-06-01 17:29:00,148,5,0,5,100.0,"[""452295"", ""301483"", ""202052"", ""44882"", ""144076""]",HIGH_RISK
2015-06-01 17:25:00,2015-06-01 17:30:00,147,7,2,5,71.4286,"[""452295"", ""301483"", ""144076"", ""271101"", ""177773""]",HIGH_RISK
2015-06-01 17:26:00,2015-06-01 17:31:00,148,10,3,7,70.0,"[""301483"", ""271101"", ""177773"", ""250487"", ""170286""]",HIGH_RISK
2015-06-01 17:27:00,2015-06-01 17:32:00,161,11,3,8,72.7273,"[""301483"", ""271101"", ""177773"", ""250487"", ""170286""]",HIGH_RISK
2015-06-01 17:28:00,2015-06-01 17:33:00,161,9,4,8,88.8889,"[""271101"", ""250487"", ""170286"", ""317691"", ""415610""]",HIGH_RISK
2015-06-01 17:29:00,2015-06-01 17:34:00,172,10,6,8,80.0,"[""271101"", ""250487"", ""170286"", ""317691"", ""415610""]",HIGH_RISK
2015-06-01 17:30:00,2015-06-01 17:35:00,177,10,5,8,80.0,"[""250487"", ""170286"", ""317691"", ""415610"", ""354377""]",HIGH_RISK
2015-06-01 17:31:00,2015-06-01 17:36:00,162,8,6,5,62.5,"[""354377"", ""385086"", ""259467"", ""279457"", ""245168""]",HIGH_RISK
2015-06-01 17:32:00,2015-06-01 17:37:00,145,7,6,5,71.4286,"[""354377"", ""385086"", ""259467"", ""279457"", ""245168""]",HIGH_RISK
2015-06-01 17:33:00,2015-06-01 17:38:00,134,6,5,5,83.3333,"[""385086"", ""259467"", ""279457"", ""245168"", ""245400""]",HIGH_RISK
2015-06-01 17:34:00,2015-06-01 17:39:00,133,7,3,7,100.0,"[""385086"", ""259467"", ""279457"", ""245168"", ""245400""]",HIGH_RISK
2015-06-01 17:35:00,2015-06-01 17:40:00,122,7,2,7,100.0,"[""245168"", ""279457"", ""245400"", ""16820"", ""281211""]",HIGH_RISK
2015-06-01 17:36:00,2015-06-01 17:41:00,120,5,1,4,80.0,"[""16820"", ""281211"", ""46232"", ""245168""]",HIGH_RISK
2015-06-01 17:37:00,2015-06-01 17:42:00,119,5,1,4,80.0,"[""16820"", ""281211"", ""46232"", ""245168""]",HIGH_RISK
2015-06-01 17:38:00,2015-06-01 17:43:00,116,5,1,5,100.0,"[""16820"", ""281211"", ""46232"", ""245168"", ""42260""]",HIGH_RISK
2015-06-01 17:39:00,2015-06-01 17:44:00,116,5,2,4,80.0,"[""46232"", ""42260"", ""289710"", ""14671""]",HIGH_RISK
2015-06-01 17:40:00,2015-06-01 17:45:00,122,5,2,5,100.0,"[""42260"", ""289710"", ""14671"", ""461765"", ""440370""]",HIGH_RISK
2015-06-01 17:41:00,2015-06-01 17:46:00,134,6,1,6,100.0,"[""42260"", ""289710"", ""14671"", ""461765"", ""440370""]",HIGH_RISK
2015-06-01 17:42:00,2015-06-01 17:47:00,149,8,2,6,85.7143,"[""289710"", ""14671"", ""461765"", ""440370"", ""144717""]",HIGH_RISK
2015-06-01 17:43:00,2015-06-01 17:48:00,153,7,2,6,100.0,"[""289710"", ""14671"", ""461765"", ""440370"", ""144717""]",HIGH_RISK
2015-06-01 17:44:00,2015-06-01 17:49:00,152,6,1,5,100.0,"[""461765"", ""440370"", ""144717"", ""379647"", ""79211""]",HIGH_RISK
2015-06-01 17:45:00,2015-06-01 17:50:00,165,6,1,5,100.0,"[""144717"", ""379647"", ""79211"", ""181202"", ""326447""]",HIGH_RISK
2015-06-01 17:46:00,2015-06-01 17:51:00,159,5,1,4,100.0,"[""379647"", ""79211"", ""181202"", ""326447""]",HIGH_RISK
2015-06-01 17:47:00,2015-06-01 17:52:00,156,3,0,3,100.0,"[""79211"", ""181202"", ""326447""]",HIGH_RISK
2015-06-01 17:48:00,2015-06-01 17:53:00,154,3,0,3,100.0,"[""79211"", ""181202"", ""326447""]",HIGH_RISK
2015-06-01 17:49:00,2015-06-01 17:54:00,157,2,1,2,100.0,"[""181202"", ""326447""]",HIGH_RISK
2015-06-01 17:50:00,2015-06-01 17:55:00,151,3,1,3,100.0,"[""221963"", ""99610"", ""303960""]",HIGH_RISK
2015-06-01 17:51:00,2015-06-01 17:56:00,153,6,1,6,100.0,"[""303960"", ""221963"", ""99610"", ""98835"", ""218817""]",HIGH_RISK
2015-06-01 17:52:00,2015-06-01 17:57:00,153,6,1,6,100.0,"[""303960"", ""221963"", ""99610"", ""98835"", ""218817""]",HIGH_RISK
2015-06-01 17:53:00,2015-06-01 17:58:00,148,8,1,8,100.0,"[""303960"", ""221963"", ""99610"", ""98835"", ""218817""]",HIGH_RISK
2015-06-01 17:54:00,2015-06-01 17:59:00,140,8,0,8,100.0,"[""303960"", ""221963"", ""99610"", ""98835"", ""218817""]",HIGH_RISK
2015-06-01 17:55:00,2015-06-01 18:00:00,132,5,3,4,80.0,"[""98835"", ""303960"", ""218817"", ""167978""]",HIGH_RISK
2015-06-01 17:56:00,2015-06-01 18:01:00,132,4,3,3,75.0,"[""167978"", ""96940"", ""240004""]",HIGH_RISK
2015-06-01 17:57:00,2015-06-01 18:02:00,122,4,3,3,75.0,"[""167978"", ""96940"", ""240004""]",HIGH_RISK
2015-06-01 17:58:00,2015-06-01 18:03:00,128,3,3,3,100.0,"[""96940"", ""240004"", ""133247""]",HIGH_RISK
2015-06-01 17:59:00,2015-06-01 18:04:00,128,3,4,2,66.6667,"[""240004"", ""133247""]",HIGH_RISK
2015-06-01 18:00:00,2015-06-01 18:05:00,134,4,1,3,75.0,"[""240004"", ""133247"", ""243136""]",HIGH_RISK
2015-06-01 18:01:00,2015-06-01 18:06:00,128,2,1,2,100.0,"[""133247"", ""243136""]",HIGH_RISK
2015-06-01 18:02:00,2015-06-01 18:07:00,129,2,1,2,100.0,"[""133247"", ""243136""]",HIGH_RISK
2015-06-01 18:03:00,2015-06-01 18:08:00,130,3,1,3,100.0,"[""243136"", ""409804"", ""29196""]",HIGH_RISK
2015-06-01 18:04:00,2015-06-01 18:09:00,124,4,0,4,100.0,"[""243136"", ""409804"", ""29196"", ""292750""]",HIGH_RISK
2015-06-01 18:05:00,2015-06-01 18:10:00,117,3,0,3,100.0,"[""409804"", ""29196"", ""292750""]",HIGH_RISK
2015-06-01 18:06:00,2015-06-01 18:11:00,113,4,1,4,100.0,"[""409804"", ""29196"", ""292750"", ""437293""]",HIGH_RISK
2015-06-01 18:07:00,2015-06-01 18:12:00,110,5,1,5,100.0,"[""409804"", ""29196"", ""292750"", ""437293"", ""430292""]",HIGH_RISK
2015-06-01 18:08:00,2015-06-01 18:13:00,96,5,1,5,100.0,"[""292750"", ""437293"", ""430292"", ""24855"", ""4887""]",HIGH_RISK
2015-06-01 18:09:00,2015-06-01 18:14:00,111,4,2,3,75.0,"[""437293"", ""24855"", ""4887""]",HIGH_RISK
2015-06-01 18:10:00,2015-06-01 18:15:00,106,6,2,5,83.3333,"[""437293"", ""24855"", ""4887"", ""185179"", ""435090""]",HIGH_RISK
2015-06-01 18:11:00,2015-06-01 18:16:00,122,6,1,5,83.3333,"[""24855"", ""4887"", ""185179"", ""435090"", ""457189""]",HIGH_RISK
2015-06-01 18:12:00,2015-06-01 18:17:00,130,7,1,6,100.0,"[""24855"", ""4887"", ""185179"", ""435090"", ""457189""]",HIGH_RISK
2015-06-01 18:13:00,2015-06-01 18:18:00,140,7,1,6,100.0,"[""185179"", ""435090"", ""457189"", ""201620"", ""181811""]",HIGH_RISK
2015-06-01 18:14:00,2015-06-01 18:19:00,131,9,0,8,100.0,"[""185179"", ""435090"", ""457189"", ""201620"", ""181811""]",HIGH_RISK
2015-06-01 18:15:00,2015-06-01 18:20:00,134,7,1,5,83.3333,"[""457189"", ""201620"", ""181811"", ""63975"", ""336393""]",HIGH_RISK
2015-06-01 18:16:00,2015-06-01 18:21:00,122,6,1,5,83.3333,"[""457189"", ""201620"", ""181811"", ""63975"", ""336393""]",HIGH_RISK
2015-06-01 18:17:00,2015-06-01 18:22:00,132,5,4,3,60.0,"[""181811"", ""63975"", ""433702""]",NORMAL
2015-06-01 18:18:00,2015-06-01 18:23:00,146,5,4,4,80.0,"[""63975"", ""433702"", ""184524"", ""123623""]",HIGH_RISK
2015-06-01 18:19:00,2015-06-01 18:24:00,149,3,4,3,100.0,"[""433702"", ""184524"", ""123623""]",HIGH_RISK
2015-06-01 18:20:00,2015-06-01 18:25:00,159,3,3,3,100.0,"[""433702"", ""184524"", ""123623""]",HIGH_RISK
2015-06-01 18:21:00,2015-06-01 18:26:00,167,4,3,4,100.0,"[""433702"", ""184524"", ""123623"", ""150183""]",HIGH_RISK
2015-06-01 18:22:00,2015-06-01 18:27:00,155,6,0,6,100.0,"[""184524"", ""123623"", ""150183"", ""272455"", ""357747""]",HIGH_RISK
2015-06-01 18:23:00,2015-06-01 18:28:00,135,4,0,4,100.0,"[""150183"", ""272455"", ""357747"", ""183087""]",HIGH_RISK
2015-06-01 18:24:00,2015-06-01 18:29:00,130,5,1,4,80.0,"[""150183"", ""272455"", ""357747"", ""4887""]",HIGH_RISK
2015-06-01 18:25:00,2015-06-01 18:30:00,122,6,1,5,83.3333,"[""150183"", ""272455"", ""357747"", ""4887"", ""416187""]",HIGH_RISK
2015-06-01 18:26:00,2015-06-01 18:31:00,113,5,1,4,80.0,"[""272455"", ""357747"", ""4887"", ""416187""]",HIGH_RISK
2015-06-01 18:27:00,2015-06-01 18:32:00,119,4,1,4,100.0,"[""4887"", ""416187"", ""400644"", ""221963""]",HIGH_RISK
2015-06-01 18:28:00,2015-06-01 18:33:00,126,6,1,6,100.0,"[""4887"", ""416187"", ""400644"", ""221963"", ""293735""]",HIGH_RISK
2015-06-01 18:29:00,2015-06-01 18:34:00,115,5,0,5,100.0,"[""416187"", ""400644"", ""221963"", ""293735"", ""335630""]",HIGH_RISK
2015-06-01 18:30:00,2015-06-01 18:35:00,110,4,0,4,100.0,"[""400644"", ""221963"", ""293735"", ""335630""]",HIGH_RISK
2015-06-01 18:31:00,2015-06-01 18:36:00,120,4,0,4,100.0,"[""400644"", ""221963"", ""293735"", ""335630""]",HIGH_RISK
2015-06-01 18:32:00,2015-06-01 18:37:00,121,3,0,3,100.0,"[""293735"", ""335630"", ""294438""]",HIGH_RISK
2015-06-01 18:33:00,2015-06-01 18:38:00,121,1,0,1,100.0,"[""294438""]",HIGH_RISK
2015-06-01 18:34:00,2015-06-01 18:39:00,150,1,0,1,100.0,"[""294438""]",HIGH_RISK
2015-06-01 18:35:00,2015-06-01 18:40:00,164,3,0,3,100.0,"[""294438"", ""155050"", ""416187""]",HIGH_RISK
2015-06-01 18:36:00,2015-06-01 18:41:00,176,5,10,5,100.0,"[""294438"", ""155050"", ""416187"", ""4887"", ""234199""]",HIGH_RISK
2015-06-01 18:37:00,2015-06-01 18:42:00,174,6,10,6,100.0,"[""155050"", ""416187"", ""4887"", ""234199"", ""36013""]",HIGH_RISK
2015-06-01 18:38:00,2015-06-01 18:43:00,180,7,10,7,100.0,"[""155050"", ""416187"", ""4887"", ""234199"", ""36013""]",HIGH_RISK
2015-06-01 18:39:00,2015-06-01 18:44:00,178,8,10,8,100.0,"[""155050"", ""416187"", ""4887"", ""234199"", ""36013""]",HIGH_RISK
2015-06-01 18:40:00,2015-06-01 18:45:00,184,6,12,4,66.6667,"[""4887"", ""234199"", ""36013"", ""146735""]",HIGH_RISK
2015-06-01 18:41:00,2015-06-01 18:46:00,171,4,7,0,0.0,[],NORMAL
2015-06-01 18:42:00,2015-06-01 18:47:00,171,3,7,1,33.3333,"[""257200""]",NORMAL
2015-06-01 18:43:00,2015-06-01 18:48:00,166,3,8,2,66.6667,"[""257200"", ""32147""]",HIGH_RISK
2015-06-01 18:44:00,2015-06-01 18:49:00,150,2,9,1,50.0,"[""257200""]",NORMAL
2015-06-01 18:45:00,2015-06-01 18:50:00,132,2,7,1,50.0,"[""257200""]",NORMAL
2015-06-01 18:46:00,2015-06-01 18:51:00,129,2,2,1,50.0,"[""257200""]",NORMAL
2015-06-01 18:47:00,2015-06-01 18:52:00,127,1,2,0,0.0,[],NORMAL
2015-06-01 18:48:00,2015-06-01 18:53:00,128,0,1,0,0.0,[],NORMAL
2015-06-01 18:49:00,2015-06-01 18:54:00,133,1,0,1,100.0,"[""218626""]",HIGH_RISK
2015-06-01 18:50:00,2015-06-01 18:55:00,136,2,0,2,100.0,"[""218626"", ""145238""]",HIGH_RISK
2015-06-01 18:51:00,2015-06-01 18:56:00,144,3,1,3,100.0,"[""218626"", ""145238"", ""220513""]",HIGH_RISK
2015-06-01 18:52:00,2015-06-01 18:57:00,149,4,1,4,100.0,"[""218626"", ""145238"", ""220513"", ""127926""]",HIGH_RISK
2015-06-01 18:53:00,2015-06-01 18:58:00,140,4,2,4,100.0,"[""218626"", ""145238"", ""220513"", ""127926""]",HIGH_RISK
2015-06-01 18:54:00,2015-06-01 18:59:00,141,4,2,4,100.0,"[""145238"", ""220513"", ""127926"", ""329522""]",HIGH_RISK
2015-06-01 18:55:00,2015-06-01 19:00:00,159,3,2,3,100.0,"[""220513"", ""127926"", ""329522""]",HIGH_RISK
2015-06-01 18:56:00,2015-06-01 19:01:00,152,3,1,3,100.0,"[""127926"", ""329522"", ""207802""]",HIGH_RISK
2015-06-01 18:57:00,2015-06-01 19:02:00,145,3,1,3,100.0,"[""329522"", ""207802"", ""383396""]",HIGH_RISK
2015-06-01 18:58:00,2015-06-01 19:03:00,162,5,1,4,80.0,"[""207802"", ""383396"", ""24855"", ""140282""]",HIGH_RISK
2015-06-01 18:59:00,2015-06-01 19:04:00,167,6,1,6,100.0,"[""207802"", ""383396"", ""24855"", ""140282"", ""250019""]",HIGH_RISK
2015-06-01 19:00:00,2015-06-01 19:05:00,151,9,3,8,88.8889,"[""207802"", ""24855"", ""140282"", ""250019"", ""166100""]",HIGH_RISK
2015-06-01 19:01:00,2015-06-01 19:06:00,144,8,4,6,75.0,"[""24855"", ""140282"", ""250019"", ""166100"", ""335630""]",HIGH_RISK
2015-06-01 19:02:00,2015-06-01 19:07:00,137,7,4,6,85.7143,"[""24855"", ""140282"", ""250019"", ""166100"", ""335630""]",HIGH_RISK
2015-06-01 19:03:00,2015-06-01 19:08:00,122,5,3,4,80.0,"[""250019"", ""166100"", ""335630"", ""29247""]",HIGH_RISK
2015-06-01 19:04:00,2015-06-01 19:09:00,113,3,3,2,66.6667,"[""335630"", ""29247""]",HIGH_RISK
2015-06-01 19:05:00,2015-06-01 19:10:00,119,3,1,2,100.0,"[""88959"", ""411553""]",HIGH_RISK
2015-06-01 19:06:00,2015-06-01 19:11:00,123,3,0,2,100.0,"[""88959"", ""411553""]",HIGH_RISK
2015-06-01 19:07:00,2015-06-01 19:12:00,134,3,0,2,100.0,"[""88959"", ""411553""]",HIGH_RISK
2015-06-01 19:08:00,2015-06-01 19:13:00,140,3,0,2,100.0,"[""88959"", ""411553""]",HIGH_RISK
2015-06-01 19:09:00,2015-06-01 19:14:00,135,3,1,2,100.0,"[""88959"", ""411553""]",HIGH_RISK
2015-06-01 19:10:00,2015-06-01 19:15:00,126,2,1,2,100.0,"[""403566"", ""442521""]",HIGH_RISK
2015-06-01 19:11:00,2015-06-01 19:16:00,131,2,2,1,50.0,"[""442521""]",NORMAL
2015-06-01 19:12:00,2015-06-01 19:17:00,126,3,2,2,66.6667,"[""442521"", ""43326""]",HIGH_RISK
2015-06-01 19:13:00,2015-06-01 19:18:00,122,3,2,2,66.6667,"[""442521"", ""43326""]",HIGH_RISK
2015-06-01 19:14:00,2015-06-01 19:19:00,124,3,1,2,66.6667,"[""442521"", ""43326""]",HIGH_RISK
2015-06-01 19:15:00,2015-06-01 19:20:00,127,1,1,1,100.0,"[""43326""]",HIGH_RISK
2015-06-01 19:16:00,2015-06-01 19:21:00,123,2,0,2,100.0,"[""43326"", ""428015""]",HIGH_RISK
2015-06-01 19:17:00,2015-06-01 19:22:00,128,2,0,2,100.0,"[""428015"", ""395749""]",HIGH_RISK
2015-06-01 19:18:00,2015-06-01 19:23:00,139,2,0,2,100.0,"[""428015"", ""395749""]",HIGH_RISK
2015-06-01 19:19:00,2015-06-01 19:24:00,138,2,0,2,100.0,"[""428015"", ""395749""]",HIGH_RISK
2015-06-01 19:20:00,2015-06-01 19:25:00,147,2,1,1,50.0,"[""395749""]",NORMAL
2015-06-01 19:21:00,2015-06-01 19:26:00,140,1,1,1,100.0,"[""395749""]",HIGH_RISK
2015-06-01 19:22:00,2015-06-01 19:27:00,143,0,1,0,0.0,[],NORMAL
2015-06-01 19:23:00,2015-06-01 19:28:00,141,2,1,2,100.0,"[""107195"", ""185629""]",HIGH_RISK
2015-06-01 19:24:00,2015-06-01 19:29:00,140,4,1,4,100.0,"[""107195"", ""185629"", ""161780"", ""384753""]",HIGH_RISK
2015-06-01 19:25:00,2015-06-01 19:30:00,129,5,0,5,100.0,"[""107195"", ""185629"", ""161780"", ""384753"", ""308967""]",HIGH_RISK
2015-06-01 19:26:00,2015-06-01 19:31:00,134,8,0,7,100.0,"[""107195"", ""185629"", ""161780"", ""384753"", ""308967""]",HIGH_RISK
2015-06-01 19:27:00,2015-06-01 19:32:00,131,9,0,8,100.0,"[""107195"", ""185629"", ""161780"", ""384753"", ""308967""]",HIGH_RISK
2015-06-01 19:28:00,2015-06-01 19:33:00,120,9,1,8,100.0,"[""161780"", ""384753"", ""308967"", ""9385"", ""408963""]",HIGH_RISK
2015-06-01 19:29:00,2015-06-01 19:34:00,121,8,1,7,100.0,"[""308967"", ""9385"", ""408963"", ""360258"", ""412898""]",HIGH_RISK
2015-06-01 19:30:00,2015-06-01 19:35:00,123,7,2,5,83.3333,"[""9385"", ""408963"", ""360258"", ""412898"", ""177089""]",HIGH_RISK
2015-06-01 19:31:00,2015-06-01 19:36:00,124,5,3,4,80.0,"[""360258"", ""412898"", ""177089"", ""198209""]",HIGH_RISK
2015-06-01 19:32:00,2015-06-01 19:37:00,115,4,3,3,75.0,"[""412898"", ""177089"", ""198209""]",HIGH_RISK
2015-06-01 19:33:00,2015-06-01 19:38:00,119,3,2,3,100.0,"[""177089"", ""198209"", ""118199""]",HIGH_RISK
2015-06-01 19:34:00,2015-06-01 19:39:00,135,5,2,5,100.0,"[""198209"", ""118199"", ""391289"", ""308025"", ""259078""]",HIGH_RISK
2015-06-01 19:35:00,2015-06-01 19:40:00,132,5,2,4,80.0,"[""198209"", ""118199"", ""391289"", ""308025""]",HIGH_RISK
2015-06-01 19:36:00,2015-06-01 19:41:00,130,4,1,3,75.0,"[""118199"", ""391289"", ""308025""]",HIGH_RISK
2015-06-01 19:37:00,2015-06-01 19:42:00,138,4,1,3,75.0,"[""118199"", ""391289"", ""308025""]",HIGH_RISK
2015-06-01 19:38:00,2015-06-01 19:43:00,147,3,5,2,66.6667,"[""391289"", ""308025""]",HIGH_RISK
2015-06-01 19:39:00,2015-06-01 19:44:00,138,4,5,4,100.0,"[""127926"", ""294438"", ""345211"", ""453390""]",HIGH_RISK
2015-06-01 19:40:00,2015-06-01 19:45:00,136,4,5,3,75.0,"[""127926"", ""294438"", ""453390""]",HIGH_RISK
2015-06-01 19:41:00,2015-06-01 19:46:00,150,4,5,3,75.0,"[""127926"", ""294438"", ""453390""]",HIGH_RISK
2015-06-01 19:42:00,2015-06-01 19:47:00,148,4,5,3,75.0,"[""127926"", ""294438"", ""453390""]",HIGH_RISK
2015-06-01 19:43:00,2015-06-01 19:48:00,144,6,1,5,83.3333,"[""127926"", ""294438"", ""453390"", ""366859"", ""1684""]",HIGH_RISK
2015-06-01 19:44:00,2015-06-01 19:49:00,143,3,1,3,100.0,"[""366859"", ""1684"", ""360877""]",HIGH_RISK
2015-06-01 19:45:00,2015-06-01 19:50:00,141,3,0,3,100.0,"[""366859"", ""1684"", ""360877""]",HIGH_RISK
2015-06-01 19:46:00,2015-06-01 19:51:00,127,4,1,3,75.0,"[""1684"", ""360877"", ""63935""]",HIGH_RISK
2015-06-01 19:47:00,2015-06-01 19:52:00,126,4,1,3,75.0,"[""1684"", ""360877"", ""63935""]",HIGH_RISK
2015-06-01 19:48:00,2015-06-01 19:53:00,125,2,1,2,100.0,"[""360877"", ""63935""]",HIGH_RISK
2015-06-01 19:49:00,2015-06-01 19:54:00,119,2,1,2,100.0,"[""63935"", ""339917""]",HIGH_RISK
2015-06-01 19:50:00,2015-06-01 19:55:00,128,2,2,2,100.0,"[""63935"", ""339917""]",HIGH_RISK
2015-06-01 19:51:00,2015-06-01 19:56:00,138,3,1,3,100.0,"[""339917"", ""446524"", ""366859""]",HIGH_RISK
2015-06-01 19:52:00,2015-06-01 19:57:00,135,3,3,1,33.3333,"[""339917""]",NORMAL
2015-06-01 19:53:00,2015-06-01 19:58:00,128,4,4,1,25.0,"[""280375""]",NORMAL
2015-06-01 19:54:00,2015-06-01 19:59:00,135,5,4,3,60.0,"[""280375"", ""405853"", ""443030""]",NORMAL
2015-06-01 19:55:00,2015-06-01 20:00:00,131,6,3,4,66.6667,"[""280375"", ""405853"", ""443030"", ""200793""]",HIGH_RISK
2015-06-01 19:56:00,2015-06-01 20:01:00,125,4,4,4,100.0,"[""280375"", ""405853"", ""443030"", ""200793""]",HIGH_RISK
2015-06-01 19:57:00,2015-06-01 20:02:00,136,5,2,5,100.0,"[""280375"", ""405853"", ""443030"", ""200793"", ""243355""]",HIGH_RISK
2015-06-01 19:58:00,2015-06-01 20:03:00,136,5,1,5,100.0,"[""405853"", ""443030"", ""200793"", ""243355"", ""31848""]",HIGH_RISK
2015-06-01 19:59:00,2015-06-01 20:04:00,130,5,1,5,100.0,"[""200793"", ""243355"", ""31848"", ""227880"", ""297852""]",HIGH_RISK
2015-06-01 20:00:00,2015-06-01 20:05:00,134,4,1,4,100.0,"[""243355"", ""31848"", ""227880"", ""297852""]",HIGH_RISK
2015-06-01 20:01:00,2015-06-01 20:06:00,132,6,0,6,100.0,"[""243355"", ""31848"", ""227880"", ""297852"", ""118199""]",HIGH_RISK
2015-06-01 20:02:00,2015-06-01 20:07:00,132,6,0,6,100.0,"[""31848"", ""227880"", ""297852"", ""118199"", ""63212""]",HIGH_RISK
2015-06-01 20:03:00,2015-06-01 20:08:00,130,5,1,4,80.0,"[""227880"", ""297852"", ""63212"", ""302422""]",HIGH_RISK
2015-06-01 20:04:00,2015-06-01 20:09:00,130,3,1,2,66.6667,"[""63212"", ""302422""]",HIGH_RISK
2015-06-01 20:05:00,2015-06-01 20:10:00,122,3,1,2,66.6667,"[""63212"", ""302422""]",HIGH_RISK
2015-06-01 20:06:00,2015-06-01 20:11:00,120,1,1,1,100.0,"[""302422""]",HIGH_RISK
2015-06-01 20:07:00,2015-06-01 20:12:00,107,1,1,1,100.0,"[""105792""]",HIGH_RISK
2015-06-01 20:08:00,2015-06-01 20:13:00,113,3,0,3,100.0,"[""105792"", ""445821"", ""183411""]",HIGH_RISK
2015-06-01 20:09:00,2015-06-01 20:14:00,114,5,1,4,80.0,"[""105792"", ""183411"", ""380775"", ""391017""]",HIGH_RISK
2015-06-01 20:10:00,2015-06-01 20:15:00,116,6,1,5,83.3333,"[""105792"", ""183411"", ""380775"", ""391017"", ""179290""]",HIGH_RISK
2015-06-01 20:11:00,2015-06-01 20:16:00,116,6,1,5,83.3333,"[""105792"", ""183411"", ""380775"", ""391017"", ""179290""]",HIGH_RISK
2015-06-01 20:12:00,2015-06-01 20:17:00,129,6,1,5,83.3333,"[""183411"", ""380775"", ""391017"", ""179290"", ""58059""]",HIGH_RISK
2015-06-01 20:13:00,2015-06-01 20:18:00,130,5,1,5,100.0,"[""380775"", ""391017"", ""179290"", ""58059"", ""115530""]",HIGH_RISK
2015-06-01 20:14:00,2015-06-01 20:19:00,136,5,0,5,100.0,"[""179290"", ""58059"", ""115530"", ""86929"", ""92361""]",HIGH_RISK
2015-06-01 20:15:00,2015-06-01 20:20:00,133,5,0,5,100.0,"[""58059"", ""115530"", ""86929"", ""92361"", ""37029""]",HIGH_RISK
2015-06-01 20:16:00,2015-06-01 20:21:00,133,5,0,5,100.0,"[""58059"", ""115530"", ""86929"", ""92361"", ""37029""]",HIGH_RISK
2015-06-01 20:17:00,2015-06-01 20:22:00,125,4,0,4,100.0,"[""115530"", ""86929"", ""92361"", ""37029""]",HIGH_RISK
2015-06-01 20:18:00,2015-06-01 20:23:00,122,4,0,4,100.0,"[""86929"", ""92361"", ""37029"", ""183411""]",HIGH_RISK
2015-06-01 20:19:00,2015-06-01 20:24:00,110,2,0,2,100.0,"[""37029"", ""183411""]",HIGH_RISK
2015-06-01 20:20:00,2015-06-01 20:25:00,116,1,0,1,100.0,"[""183411""]",HIGH_RISK
2015-06-01 20:21:00,2015-06-01 20:26:00,117,1,1,1,100.0,"[""183411""]",HIGH_RISK
2015-06-01 20:22:00,2015-06-01 20:27:00,119,1,1,1,100.0,"[""183411""]",HIGH_RISK
2015-06-01 20:23:00,2015-06-01 20:28:00,123,1,1,1,100.0,"[""268335""]",HIGH_RISK
2015-06-01 20:24:00,2015-06-01 20:29:00,131,2,1,2,100.0,"[""268335"", ""63935""]",HIGH_RISK
2015-06-01 20:25:00,2015-06-01 20:30:00,136,2,3,1,50.0,"[""63935""]",NORMAL
2015-06-01 20:26:00,2015-06-01 20:31:00,141,2,2,1,50.0,"[""63935""]",NORMAL
2015-06-01 20:27:00,2015-06-01 20:32:00,132,2,2,1,50.0,"[""63935""]",NORMAL
2015-06-01 20:28:00,2015-06-01 20:33:00,135,1,2,1,100.0,"[""63935""]",HIGH_RISK
2015-06-01 20:29:00,2015-06-01 20:34:00,133,1,2,1,100.0,"[""63935""]",HIGH_RISK
2015-06-01 20:30:00,2015-06-01 20:35:00,133,2,0,2,100.0,"[""63935"", ""12836""]",HIGH_RISK
2015-06-01 20:31:00,2015-06-01 20:36:00,143,2,0,2,100.0,"[""63935"", ""12836""]",HIGH_RISK
2015-06-01 20:32:00,2015-06-01 20:37:00,147,4,0,4,100.0,"[""63935"", ""12836"", ""69974"", ""15335""]",HIGH_RISK
2015-06-01 20:33:00,2015-06-01 20:38:00,135,4,0,4,100.0,"[""63935"", ""12836"", ""69974"", ""15335""]",HIGH_RISK
