hour,addtocart_pair_count,abandoned_pair_count,abandonment_rate
2015-05-26 22:00:00,24,16.0,66.66666666666666
2015-05-26 23:00:00,28,16.0,57.14285714285714
2015-05-27 00:00:00,12,8.0,66.66666666666666
2015-05-27 01:00:00,26,16.0,61.53846153846154
2015-05-27 02:00:00,18,8.0,44.44444444444444
2015-05-27 03:00:00,32,29.0,90.625
2015-05-27 04:00:00,29,20.0,68.96551724137932
2015-05-27 05:00:00,21,17.0,80.95238095238095
2015-05-27 06:00:00,15,11.0,73.33333333333333
2015-05-27 07:00:00,1,1.0,100.0
2015-05-27 10:00:00,1,1.0,100.0
2015-05-27 11:00:00,1,1.0,100.0
2015-05-27 12:00:00,3,3.0,100.0
2015-05-27 13:00:00,9,7.0,77.77777777777779
2015-05-27 14:00:00,14,9.0,64.28571428571429
2015-05-27 15:00:00,22,8.0,36.36363636363637
2015-05-27 16:00:00,32,26.0,81.25
2015-05-27 17:00:00,48,29.0,60.416666666666664
2015-05-27 18:00:00,35,18.0,51.42857142857142
2015-05-27 19:00:00,19,13.0,68.42105263157895
2015-05-27 20:00:00,24,13.0,54.166666666666664
2015-05-27 21:00:00,46,25.0,54.347826086956516
2015-05-27 22:00:00,36,26.0,72.22222222222221
2015-05-27 23:00:00,23,15.0,65.21739130434783
2015-05-28 00:00:00,18,13.0,72.22222222222221
2015-05-28 01:00:00,27,15.0,55.55555555555556
2015-05-28 02:00:00,38,24.0,63.1578947368421
2015-05-28 03:00:00,34,19.0,55.88235294117647
2015-05-28 04:00:00,15,11.0,73.33333333333333
2015-05-28 05:00:00,20,19.0,95.0
2015-05-28 06:00:00,10,8.0,80.0
2015-05-28 07:00:00,5,4.0,80.0
2015-05-28 08:00:00,2,2.0,100.0
2015-05-28 10:00:00,2,2.0,100.0
2015-05-28 11:00:00,2,2.0,100.0
2015-05-28 12:00:00,3,2.0,66.66666666666666
2015-05-28 13:00:00,5,5.0,100.0
2015-05-28 14:00:00,10,8.0,80.0
2015-05-28 15:00:00,19,15.0,78.94736842105263
2015-05-28 16:00:00,38,23.0,60.526315789473685
2015-05-28 17:00:00,39,20.0,51.28205128205128
2015-05-28 18:00:00,43,30.0,69.76744186046511
2015-05-28 19:00:00,59,35.0,59.32203389830508
2015-05-28 20:00:00,51,25.0,49.01960784313725
2015-05-28 21:00:00,27,14.0,51.85185185185185
2015-05-28 22:00:00,36,20.0,55.55555555555556
2015-05-28 23:00:00,27,21.0,77.77777777777779
2015-05-29 00:00:00,27,15.0,55.55555555555556
2015-05-29 01:00:00,15,14.0,93.33333333333333
2015-05-29 02:00:00,19,14.0,73.68421052631578
2015-05-29 03:00:00,16,11.0,68.75
2015-05-29 04:00:00,10,9.0,90.0
2015-05-29 05:00:00,16,16.0,100.0
2015-05-29 06:00:00,10,8.0,80.0
2015-05-29 07:00:00,4,4.0,100.0
2015-05-29 08:00:00,1,0.0,0.0
2015-05-29 10:00:00,1,1.0,100.0
2015-05-29 11:00:00,1,1.0,100.0
2015-05-29 12:00:00,5,3.0,60.0
2015-05-29 13:00:00,7,6.0,85.71428571428571
2015-05-29 14:00:00,15,12.0,80.0
2015-05-29 15:00:00,18,10.0,55.55555555555556
2015-05-29 16:00:00,22,15.0,68.18181818181817
2015-05-29 17:00:00,14,11.0,78.57142857142857
2015-05-29 18:00:00,24,17.0,70.83333333333334
2015-05-29 19:00:00,44,27.0,61.36363636363637
2015-05-29 20:00:00,42,29.0,69.04761904761905
2015-05-29 21:00:00,28,24.0,85.71428571428571
2015-05-29 22:00:00,22,18.0,81.81818181818183
2015-05-29 23:00:00,21,10.0,47.61904761904761
2015-05-30 00:00:00,18,13.0,72.22222222222221
2015-05-30 01:00:00,17,16.0,94.11764705882352
2015-05-30 02:00:00,23,17.0,73.91304347826086
2015-05-30 03:00:00,15,12.0,80.0
2015-05-30 04:00:00,18,16.0,88.88888888888889
2015-05-30 05:00:00,32,27.0,84.375
2015-05-30 06:00:00,8,8.0,100.0
2015-05-30 07:00:00,10,10.0,100.0
2015-05-30 08:00:00,2,1.0,50.0
2015-05-30 09:00:00,8,8.0,100.0
2015-05-30 10:00:00,1,1.0,100.0
2015-05-30 12:00:00,3,2.0,66.66666666666666
2015-05-30 13:00:00,11,6.0,54.54545454545454
2015-05-30 14:00:00,15,13.0,86.66666666666667
2015-05-30 15:00:00,11,7.0,63.63636363636363
2015-05-30 16:00:00,18,15.0,83.33333333333334
2015-05-30 17:00:00,27,15.0,55.55555555555556
2015-05-30 18:00:00,18,15.0,83.33333333333334
2015-05-30 19:00:00,35,18.0,51.42857142857142
2015-05-30 20:00:00,13,7.0,53.84615384615385
2015-05-30 21:00:00,19,10.0,52.63157894736842
2015-05-30 22:00:00,14,9.0,64.28571428571429
2015-05-30 23:00:00,27,23.0,85.18518518518519
2015-05-31 00:00:00,10,7.0,70.0
2015-05-31 01:00:00,10,8.0,80.0
2015-05-31 02:00:00,10,6.0,60.0
2015-05-31 03:00:00,23,17.0,73.91304347826086
2015-05-31 04:00:00,24,20.0,83.33333333333334
2015-05-31 05:00:00,19,17.0,89.47368421052632
2015-05-31 06:00:00,12,7.0,58.333333333333336
2015-05-31 07:00:00,11,10.0,90.9090909090909
2015-05-31 08:00:00,2,2.0,100.0
2015-05-31 09:00:00,3,2.0,66.66666666666666
2015-05-31 10:00:00,5,5.0,100.0
2015-05-31 11:00:00,1,1.0,100.0
2015-05-31 12:00:00,8,7.0,87.5
2015-05-31 13:00:00,7,6.0,85.71428571428571
2015-05-31 14:00:00,5,5.0,100.0
2015-05-31 15:00:00,8,8.0,100.0
2015-05-31 16:00:00,24,14.0,58.333333333333336
2015-05-31 17:00:00,17,15.0,88.23529411764706
2015-05-31 18:00:00,23,14.0,60.86956521739131
2015-05-31 19:00:00,26,20.0,76.92307692307693
2015-05-31 20:00:00,14,9.0,64.28571428571429
2015-05-31 21:00:00,18,15.0,83.33333333333334
2015-05-31 22:00:00,13,7.0,53.84615384615385
2015-05-31 23:00:00,30,19.0,63.33333333333333
2015-06-01 00:00:00,21,13.0,61.904761904761905
2015-06-01 01:00:00,23,15.0,65.21739130434783
2015-06-01 02:00:00,22,16.0,72.72727272727273
2015-06-01 03:00:00,13,6.0,46.15384615384615
2015-06-01 04:00:00,18,13.0,72.22222222222221
2015-06-01 05:00:00,7,5.0,71.42857142857143
2015-06-01 06:00:00,7,4.0,57.14285714285714
2015-06-01 07:00:00,30,27.0,90.0
2015-06-01 08:00:00,4,4.0,100.0
2015-06-01 10:00:00,3,2.0,66.66666666666666
2015-06-01 11:00:00,1,0.0,0.0
2015-06-01 12:00:00,11,10.0,90.9090909090909
2015-06-01 13:00:00,9,6.0,66.66666666666666
2015-06-01 14:00:00,6,5.0,83.33333333333334
2015-06-01 15:00:00,21,14.0,66.66666666666666
2015-06-01 16:00:00,24,14.0,58.333333333333336
2015-06-01 17:00:00,59,33.0,55.932203389830505
2015-06-01 18:00:00,44,23.0,52.27272727272727
2015-06-01 19:00:00,45,29.0,64.44444444444444
2015-06-01 20:00:00,36,21.0,58.333333333333336
2015-06-01 21:00:00,26,19.0,73.07692307692307
2015-06-01 22:00:00,36,28.0,77.77777777777779
2015-06-01 23:00:00,24,17.0,70.83333333333334
2015-06-02 00:00:00,25,17.0,68.0
2015-06-02 01:00:00,32,21.0,65.625
2015-06-02 02:00:00,14,7.0,50.0
2015-06-02 03:00:00,28,23.0,82.14285714285714
2015-06-02 04:00:00,32,23.0,71.875
2015-06-02 05:00:00,15,10.0,66.66666666666666
2015-06-02 06:00:00,23,21.0,91.30434782608695
2015-06-02 07:00:00,2,2.0,100.0
2015-06-02 08:00:00,5,4.0,80.0
2015-06-02 09:00:00,5,4.0,80.0
2015-06-02 10:00:00,1,0.0,0.0
2015-06-02 11:00:00,6,1.0,16.666666666666664
2015-06-02 12:00:00,6,5.0,83.33333333333334
2015-06-02 13:00:00,17,16.0,94.11764705882352
2015-06-02 14:00:00,13,8.0,61.53846153846154
2015-06-02 15:00:00,17,9.0,52.94117647058824
2015-06-02 16:00:00,37,19.0,51.35135135135135
2015-06-02 17:00:00,31,17.0,54.83870967741935
2015-06-02 18:00:00,33,20.0,60.60606060606061
2015-06-02 19:00:00,40,24.0,60.0
2015-06-02 20:00:00,31,21.0,67.74193548387096
2015-06-02 21:00:00,35,15.0,42.857142857142854
2015-06-02 22:00:00,30,18.0,60.0
2015-06-02 23:00:00,19,14.0,73.68421052631578
2015-06-03 00:00:00,21,14.0,66.66666666666666
2015-06-03 01:00:00,22,14.0,63.63636363636363
2015-06-03 02:00:00,29,17.0,58.620689655172406
2015-06-03 03:00:00,29,21.0,72.41379310344827
2015-06-03 04:00:00,17,15.0,88.23529411764706
2015-06-03 05:00:00,23,18.0,78.26086956521739
2015-06-03 06:00:00,11,8.0,72.72727272727273
2015-06-03 07:00:00,13,7.0,53.84615384615385
2015-06-03 08:00:00,6,6.0,100.0
2015-06-03 09:00:00,3,3.0,100.0
2015-06-03 11:00:00,2,2.0,100.0
2015-06-03 12:00:00,5,2.0,40.0
2015-06-03 13:00:00,10,6.0,60.0
2015-06-03 14:00:00,9,9.0,100.0
2015-06-03 15:00:00,21,10.0,47.61904761904761
2015-06-03 16:00:00,28,14.0,50.0
2015-06-03 17:00:00,39,18.0,46.15384615384615
2015-06-03 18:00:00,47,32.0,68.08510638297872
2015-06-03 19:00:00,39,29.0,74.35897435897436
2015-06-03 20:00:00,30,21.0,70.0
2015-06-03 21:00:00,44,29.0,65.9090909090909
2015-06-03 22:00:00,43,26.0,60.46511627906976
2015-06-03 23:00:00,33,28.0,84.84848484848484
2015-06-04 00:00:00,38,29.0,76.31578947368422
2015-06-04 01:00:00,37,22.0,59.45945945945946
2015-06-04 02:00:00,28,16.0,57.14285714285714
2015-06-04 03:00:00,23,19.0,82.6086956521739
2015-06-04 04:00:00,32,25.0,78.125
2015-06-04 05:00:00,13,10.0,76.92307692307693
2015-06-04 06:00:00,12,11.0,91.66666666666666
2015-06-04 07:00:00,8,7.0,87.5
2015-06-04 08:00:00,1,0.0,0.0
2015-06-04 09:00:00,5,5.0,100.0
2015-06-04 11:00:00,2,2.0,100.0
2015-06-04 12:00:00,9,9.0,100.0
2015-06-04 13:00:00,7,6.0,85.71428571428571
2015-06-04 14:00:00,13,10.0,76.92307692307693
2015-06-04 15:00:00,27,14.0,51.85185185185185
2015-06-04 16:00:00,37,24.0,64.86486486486487
2015-06-04 17:00:00,49,34.0,69.38775510204081
2015-06-04 18:00:00,41,27.0,65.85365853658537
2015-06-04 19:00:00,30,18.0,60.0
2015-06-04 20:00:00,35,20.0,57.14285714285714
2015-06-04 21:00:00,44,31.0,70.45454545454545
2015-06-04 22:00:00,56,40.0,71.42857142857143
2015-06-04 23:00:00,29,20.0,68.96551724137932
2015-06-05 00:00:00,21,13.0,61.904761904761905
2015-06-05 01:00:00,21,13.0,61.904761904761905
2015-06-05 02:00:00,25,18.0,72.0
2015-06-05 03:00:00,29,22.0,75.86206896551724
2015-06-05 04:00:00,22,15.0,68.18181818181817
2015-06-05 05:00:00,6,4.0,66.66666666666666
2015-06-05 06:00:00,9,8.0,88.88888888888889
2015-06-05 07:00:00,4,4.0,100.0
2015-06-05 08:00:00,1,1.0,100.0
2015-06-05 09:00:00,1,1.0,100.0
2015-06-05 10:00:00,3,2.0,66.66666666666666
2015-06-05 11:00:00,2,2.0,100.0
2015-06-05 12:00:00,13,12.0,92.3076923076923
2015-06-05 13:00:00,4,3.0,75.0
2015-06-05 14:00:00,12,10.0,83.33333333333334
2015-06-05 15:00:00,21,14.0,66.66666666666666
2015-06-05 16:00:00,19,14.0,73.68421052631578
2015-06-05 17:00:00,27,18.0,66.66666666666666
2015-06-05 18:00:00,21,12.0,57.14285714285714
2015-06-05 19:00:00,27,20.0,74.07407407407408
2015-06-05 20:00:00,48,36.0,75.0
2015-06-05 21:00:00,27,13.0,48.148148148148145
2015-06-05 22:00:00,24,15.0,62.5
2015-06-05 23:00:00,32,22.0,68.75
2015-06-06 00:00:00,18,13.0,72.22222222222221
2015-06-06 01:00:00,15,10.0,66.66666666666666
2015-06-06 02:00:00,24,12.0,50.0
2015-06-06 03:00:00,28,21.0,75.0
2015-06-06 04:00:00,20,17.0,85.0
2015-06-06 05:00:00,10,8.0,80.0
2015-06-06 06:00:00,9,7.0,77.77777777777779
2015-06-06 07:00:00,9,6.0,66.66666666666666
2015-06-06 08:00:00,6,4.0,66.66666666666666
2015-06-06 09:00:00,3,0.0,0.0
2015-06-06 10:00:00,1,1.0,100.0
2015-06-06 12:00:00,2,1.0,50.0
2015-06-06 13:00:00,8,7.0,87.5
2015-06-06 14:00:00,4,4.0,100.0
2015-06-06 15:00:00,19,18.0,94.73684210526315
2015-06-06 16:00:00,19,13.0,68.42105263157895
2015-06-06 17:00:00,25,20.0,80.0
2015-06-06 18:00:00,9,7.0,77.77777777777779
2015-06-06 19:00:00,12,8.0,66.66666666666666
2015-06-06 20:00:00,35,29.0,82.85714285714286
2015-06-06 21:00:00,16,13.0,81.25
2015-06-06 22:00:00,33,28.0,84.84848484848484
2015-06-06 23:00:00,16,11.0,68.75
2015-06-07 00:00:00,28,21.0,75.0
2015-06-07 01:00:00,13,10.0,76.92307692307693
2015-06-07 02:00:00,17,12.0,70.58823529411765
2015-06-07 03:00:00,16,14.0,87.5
2015-06-07 04:00:00,26,17.0,65.38461538461539
2015-06-07 05:00:00,16,15.0,93.75
2015-06-07 06:00:00,10,7.0,70.0
2015-06-07 07:00:00,4,2.0,50.0
2015-06-07 08:00:00,6,3.0,50.0
2015-06-07 09:00:00,2,2.0,100.0
2015-06-07 12:00:00,5,5.0,100.0
2015-06-07 13:00:00,4,4.0,100.0
2015-06-07 14:00:00,11,9.0,81.81818181818183
2015-06-07 15:00:00,6,5.0,83.33333333333334
2015-06-07 16:00:00,20,13.0,65.0
2015-06-07 17:00:00,29,18.0,62.06896551724138
2015-06-07 18:00:00,16,11.0,68.75
2015-06-07 19:00:00,14,8.0,57.14285714285714
2015-06-07 20:00:00,23,15.0,65.21739130434783
2015-06-07 21:00:00,20,11.0,55.00000000000001
2015-06-07 22:00:00,18,15.0,83.33333333333334
2015-06-07 23:00:00,19,16.0,84.21052631578947
2015-06-08 00:00:00,12,10.0,83.33333333333334
2015-06-08 01:00:00,24,20.0,83.33333333333334
2015-06-08 02:00:00,22,17.0,77.27272727272727
2015-06-08 03:00:00,11,8.0,72.72727272727273
2015-06-08 04:00:00,24,16.0,66.66666666666666
2015-06-08 05:00:00,16,10.0,62.5
2015-06-08 06:00:00,7,6.0,85.71428571428571
2015-06-08 07:00:00,9,8.0,88.88888888888889
2015-06-08 08:00:00,3,3.0,100.0
2015-06-08 10:00:00,1,0.0,0.0
2015-06-08 11:00:00,6,6.0,100.0
2015-06-08 12:00:00,10,10.0,100.0
2015-06-08 13:00:00,7,7.0,100.0
2015-06-08 14:00:00,16,12.0,75.0
2015-06-08 15:00:00,21,14.0,66.66666666666666
2015-06-08 16:00:00,27,16.0,59.25925925925925
2015-06-08 17:00:00,57,21.0,36.84210526315789
2015-06-08 18:00:00,37,22.0,59.45945945945946
2015-06-08 19:00:00,32,13.0,40.625
2015-06-08 20:00:00,36,21.0,58.333333333333336
2015-06-08 21:00:00,33,21.0,63.63636363636363
2015-06-08 22:00:00,24,15.0,62.5
2015-06-08 23:00:00,32,22.0,68.75
2015-06-09 00:00:00,13,10.0,76.92307692307693
2015-06-09 01:00:00,19,11.0,57.89473684210527
2015-06-09 02:00:00,25,18.0,72.0
2015-06-09 03:00:00,14,9.0,64.28571428571429
2015-06-09 04:00:00,26,20.0,76.92307692307693
2015-06-09 05:00:00,19,18.0,94.73684210526315
2015-06-09 06:00:00,11,11.0,100.0
2015-06-09 07:00:00,9,7.0,77.77777777777779
2015-06-09 08:00:00,2,2.0,100.0
2015-06-09 09:00:00,9,9.0,100.0
2015-06-09 10:00:00,2,2.0,100.0
2015-06-09 11:00:00,9,6.0,66.66666666666666
2015-06-09 12:00:00,2,0.0,0.0
2015-06-09 13:00:00,6,5.0,83.33333333333334
2015-06-09 14:00:00,14,11.0,78.57142857142857
2015-06-09 15:00:00,23,18.0,78.26086956521739
2015-06-09 16:00:00,22,8.0,36.36363636363637
2015-06-09 17:00:00,32,23.0,71.875
2015-06-09 18:00:00,31,20.0,64.51612903225806
2015-06-09 19:00:00,33,21.0,63.63636363636363
2015-06-09 20:00:00,31,22.0,70.96774193548387
2015-06-09 21:00:00,36,28.0,77.77777777777779
2015-06-09 22:00:00,27,23.0,85.18518518518519
2015-06-09 23:00:00,31,24.0,77.41935483870968
2015-06-10 00:00:00,18,11.0,61.111111111111114
2015-06-10 01:00:00,42,31.0,73.80952380952381
2015-06-10 02:00:00,24,13.0,54.166666666666664
2015-06-10 03:00:00,11,7.0,63.63636363636363
2015-06-10 04:00:00,30,30.0,100.0
2015-06-10 05:00:00,20,18.0,90.0
2015-06-10 06:00:00,21,14.0,66.66666666666666
2015-06-10 07:00:00,3,2.0,66.66666666666666
2015-06-10 09:00:00,4,4.0,100.0
2015-06-10 11:00:00,2,2.0,100.0
2015-06-10 12:00:00,8,4.0,50.0
2015-06-10 13:00:00,6,4.0,66.66666666666666
2015-06-10 14:00:00,12,11.0,91.66666666666666
2015-06-10 15:00:00,24,16.0,66.66666666666666
2015-06-10 16:00:00,33,25.0,75.75757575757575
2015-06-10 17:00:00,36,23.0,63.888888888888886
2015-06-10 18:00:00,35,15.0,42.857142857142854
2015-06-10 19:00:00,43,22.0,51.162790697674424
2015-06-10 20:00:00,39,27.0,69.23076923076923
2015-06-10 21:00:00,54,32.0,59.25925925925925
2015-06-10 22:00:00,39,28.0,71.7948717948718
2015-06-10 23:00:00,25,12.0,48.0
2015-06-11 00:00:00,29,20.0,68.96551724137932
2015-06-11 01:00:00,21,13.0,61.904761904761905
2015-06-11 02:00:00,12,7.0,58.333333333333336
2015-06-11 03:00:00,16,14.0,87.5
2015-06-11 04:00:00,26,22.0,84.61538461538461
2015-06-11 05:00:00,23,17.0,73.91304347826086
2015-06-11 06:00:00,11,8.0,72.72727272727273
2015-06-11 07:00:00,5,2.0,40.0
2015-06-11 08:00:00,5,3.0,60.0
2015-06-11 09:00:00,3,2.0,66.66666666666666
2015-06-11 10:00:00,1,1.0,100.0
2015-06-11 11:00:00,3,1.0,33.33333333333333
2015-06-11 12:00:00,2,2.0,100.0
2015-06-11 13:00:00,3,3.0,100.0
2015-06-11 14:00:00,13,7.0,53.84615384615385
2015-06-11 15:00:00,26,18.0,69.23076923076923
2015-06-11 16:00:00,16,14.0,87.5
2015-06-11 17:00:00,25,16.0,64.0
2015-06-11 18:00:00,40,27.0,67.5
2015-06-11 19:00:00,27,24.0,88.88888888888889
2015-06-11 20:00:00,60,33.0,55.00000000000001
2015-06-11 21:00:00,23,13.0,56.52173913043478
2015-06-11 22:00:00,22,15.0,68.18181818181817
2015-06-11 23:00:00,27,20.0,74.07407407407408
2015-06-12 00:00:00,20,10.0,50.0
2015-06-12 01:00:00,21,17.0,80.95238095238095
2015-06-12 02:00:00,15,10.0,66.66666666666666
2015-06-12 03:00:00,16,13.0,81.25
2015-06-12 04:00:00,18,15.0,83.33333333333334
2015-06-12 05:00:00,20,17.0,85.0
2015-06-12 06:00:00,9,7.0,77.77777777777779
2015-06-12 07:00:00,5,4.0,80.0
2015-06-12 08:00:00,5,5.0,100.0
2015-06-12 09:00:00,1,1.0,100.0
2015-06-12 10:00:00,1,1.0,100.0
2015-06-12 11:00:00,5,5.0,100.0
2015-06-12 12:00:00,5,5.0,100.0
2015-06-12 13:00:00,6,5.0,83.33333333333334
2015-06-12 14:00:00,5,4.0,80.0
2015-06-12 15:00:00,17,12.0,70.58823529411765
2015-06-12 16:00:00,14,12.0,85.71428571428571
2015-06-12 17:00:00,8,4.0,50.0
2015-06-12 18:00:00,15,7.0,46.666666666666664
2015-06-12 19:00:00,14,7.0,50.0
2015-06-12 20:00:00,9,3.0,33.33333333333333
2015-06-12 21:00:00,25,12.0,48.0
2015-06-12 22:00:00,21,9.0,42.857142857142854
2015-06-12 23:00:00,21,16.0,76.19047619047619
2015-06-13 00:00:00,31,26.0,83.87096774193549
2015-06-13 01:00:00,19,14.0,73.68421052631578
2015-06-13 02:00:00,15,14.0,93.33333333333333
2015-06-13 03:00:00,11,11.0,100.0
2015-06-13 04:00:00,17,13.0,76.47058823529412
2015-06-13 05:00:00,11,6.0,54.54545454545454
2015-06-13 06:00:00,15,13.0,86.66666666666667
2015-06-13 07:00:00,4,3.0,75.0
2015-06-13 08:00:00,2,2.0,100.0
2015-06-13 10:00:00,1,1.0,100.0
2015-06-13 11:00:00,1,1.0,100.0
2015-06-13 12:00:00,4,3.0,75.0
2015-06-13 13:00:00,4,4.0,100.0
2015-06-13 14:00:00,9,8.0,88.88888888888889
2015-06-13 15:00:00,30,29.0,96.66666666666667
2015-06-13 16:00:00,12,8.0,66.66666666666666
2015-06-13 17:00:00,18,15.0,83.33333333333334
2015-06-13 18:00:00,13,12.0,92.3076923076923
2015-06-13 19:00:00,8,7.0,87.5
2015-06-13 20:00:00,6,3.0,50.0
2015-06-13 21:00:00,8,3.0,37.5
2015-06-13 22:00:00,17,15.0,88.23529411764706
2015-06-13 23:00:00,4,3.0,75.0
2015-06-14 00:00:00,11,6.0,54.54545454545454
2015-06-14 01:00:00,10,6.0,60.0
2015-06-14 02:00:00,9,6.0,66.66666666666666
2015-06-14 03:00:00,13,13.0,100.0
2015-06-14 04:00:00,26,23.0,88.46153846153845
2015-06-14 05:00:00,27,21.0,77.77777777777779
2015-06-14 06:00:00,9,5.0,55.55555555555556
2015-06-14 07:00:00,8,4.0,50.0
2015-06-14 09:00:00,1,1.0,100.0
2015-06-14 10:00:00,3,3.0,100.0
2015-06-14 11:00:00,3,3.0,100.0
2015-06-14 12:00:00,2,0.0,0.0
2015-06-14 13:00:00,8,7.0,87.5
2015-06-14 14:00:00,9,9.0,100.0
2015-06-14 15:00:00,13,7.0,53.84615384615385
2015-06-14 16:00:00,19,13.0,68.42105263157895
2015-06-14 17:00:00,10,8.0,80.0
2015-06-14 18:00:00,23,18.0,78.26086956521739
2015-06-14 19:00:00,35,26.0,74.28571428571429
2015-06-14 20:00:00,20,16.0,80.0
2015-06-14 21:00:00,16,10.0,62.5
2015-06-14 22:00:00,33,25.0,75.75757575757575
2015-06-14 23:00:00,11,7.0,63.63636363636363
2015-06-15 00:00:00,16,13.0,81.25
2015-06-15 01:00:00,31,23.0,74.19354838709677
2015-06-15 02:00:00,24,12.0,50.0
2015-06-15 03:00:00,19,14.0,73.68421052631578
2015-06-15 04:00:00,22,20.0,90.9090909090909
2015-06-15 05:00:00,12,10.0,83.33333333333334
2015-06-15 06:00:00,15,10.0,66.66666666666666
2015-06-15 07:00:00,6,4.0,66.66666666666666
2015-06-15 08:00:00,6,6.0,100.0
2015-06-15 09:00:00,1,1.0,100.0
2015-06-15 10:00:00,1,1.0,100.0
2015-06-15 11:00:00,1,1.0,100.0
2015-06-15 12:00:00,2,1.0,50.0
2015-06-15 13:00:00,8,7.0,87.5
2015-06-15 14:00:00,16,13.0,81.25
2015-06-15 15:00:00,44,29.0,65.9090909090909
2015-06-15 16:00:00,35,19.0,54.285714285714285
2015-06-15 17:00:00,44,21.0,47.72727272727273
2015-06-15 18:00:00,59,49.0,83.05084745762711
2015-06-15 19:00:00,37,27.0,72.97297297297297
2015-06-15 20:00:00,42,24.0,57.14285714285714
2015-06-15 21:00:00,59,45.0,76.27118644067797
2015-06-15 22:00:00,30,17.0,56.666666666666664
2015-06-15 23:00:00,28,20.0,71.42857142857143
2015-06-16 00:00:00,33,23.0,69.6969696969697
2015-06-16 01:00:00,38,23.0,60.526315789473685
2015-06-16 02:00:00,29,20.0,68.96551724137932
2015-06-16 03:00:00,25,16.0,64.0
2015-06-16 04:00:00,37,23.0,62.16216216216216
2015-06-16 05:00:00,23,15.0,65.21739130434783
2015-06-16 06:00:00,19,16.0,84.21052631578947
2015-06-16 07:00:00,5,5.0,100.0
2015-06-16 08:00:00,12,11.0,91.66666666666666
2015-06-16 09:00:00,1,1.0,100.0
2015-06-16 11:00:00,2,0.0,0.0
2015-06-16 12:00:00,13,13.0,100.0
2015-06-16 13:00:00,7,7.0,100.0
2015-06-16 14:00:00,34,27.0,79.41176470588235
2015-06-16 15:00:00,29,18.0,62.06896551724138
2015-06-16 16:00:00,46,34.0,73.91304347826086
2015-06-16 17:00:00,50,36.0,72.0
2015-06-16 18:00:00,59,33.0,55.932203389830505
2015-06-16 19:00:00,73,39.0,53.42465753424658
2015-06-16 20:00:00,51,33.0,64.70588235294117
2015-06-16 21:00:00,53,32.0,60.37735849056604
2015-06-16 22:00:00,43,31.0,72.09302325581395
2015-06-16 23:00:00,44,35.0,79.54545454545455
2015-06-17 00:00:00,45,34.0,75.55555555555556
2015-06-17 01:00:00,32,26.0,81.25
2015-06-17 02:00:00,31,19.0,61.29032258064516
2015-06-17 03:00:00,30,19.0,63.33333333333333
2015-06-17 04:00:00,28,18.0,64.28571428571429
2015-06-17 05:00:00,40,22.0,55.00000000000001
2015-06-17 06:00:00,21,13.0,61.904761904761905
2015-06-17 07:00:00,9,8.0,88.88888888888889
2015-06-17 08:00:00,3,3.0,100.0
2015-06-17 09:00:00,4,4.0,100.0
2015-06-17 10:00:00,1,1.0,100.0
2015-06-17 11:00:00,4,4.0,100.0
2015-06-17 12:00:00,3,3.0,100.0
2015-06-17 13:00:00,6,6.0,100.0
2015-06-17 14:00:00,12,11.0,91.66666666666666
2015-06-17 15:00:00,33,18.0,54.54545454545454
2015-06-17 16:00:00,47,18.0,38.297872340425535
2015-06-17 17:00:00,45,26.0,57.77777777777777
2015-06-17 18:00:00,43,22.0,51.162790697674424
2015-06-17 19:00:00,48,24.0,50.0
2015-06-17 20:00:00,25,14.0,56.00000000000001
2015-06-17 21:00:00,51,30.0,58.82352941176471
2015-06-17 22:00:00,32,23.0,71.875
2015-06-17 23:00:00,34,21.0,61.76470588235294
2015-06-18 00:00:00,36,24.0,66.66666666666666
2015-06-18 01:00:00,22,18.0,81.81818181818183
2015-06-18 02:00:00,26,20.0,76.92307692307693
2015-06-18 03:00:00,24,20.0,83.33333333333334
2015-06-18 04:00:00,33,29.0,87.87878787878788
2015-06-18 05:00:00,40,24.0,60.0
2015-06-18 06:00:00,11,10.0,90.9090909090909
2015-06-18 07:00:00,7,7.0,100.0
2015-06-18 08:00:00,2,2.0,100.0
2015-06-18 09:00:00,1,0.0,0.0
2015-06-18 10:00:00,2,1.0,50.0
2015-06-18 11:00:00,2,2.0,100.0
2015-06-18 12:00:00,7,3.0,42.857142857142854
2015-06-18 13:00:00,15,14.0,93.33333333333333
2015-06-18 14:00:00,4,3.0,75.0
2015-06-18 15:00:00,22,18.0,81.81818181818183
2015-06-18 16:00:00,51,25.0,49.01960784313725
2015-06-18 17:00:00,43,30.0,69.76744186046511
2015-06-18 18:00:00,47,32.0,68.08510638297872
2015-06-18 19:00:00,30,19.0,63.33333333333333
2015-06-18 20:00:00,40,23.0,57.49999999999999
2015-06-18 21:00:00,58,50.0,86.20689655172413
2015-06-18 22:00:00,86,79.0,91.86046511627907
2015-06-18 23:00:00,36,26.0,72.22222222222221
2015-06-19 00:00:00,25,19.0,76.0
2015-06-19 01:00:00,12,9.0,75.0
2015-06-19 02:00:00,26,21.0,80.76923076923077
2015-06-19 03:00:00,31,19.0,61.29032258064516
2015-06-19 04:00:00,25,21.0,84.0
2015-06-19 05:00:00,19,19.0,100.0
2015-06-19 06:00:00,17,15.0,88.23529411764706
2015-06-19 07:00:00,14,9.0,64.28571428571429
2015-06-19 08:00:00,2,2.0,100.0
2015-06-19 09:00:00,1,1.0,100.0
