hour,addtocart_count,transaction_count,view_count,total_event_count
2015-05-29 15:00:00,19,10,971,1000
2015-05-29 16:00:00,29,10,1041,1080
2015-05-29 17:00:00,18,2,1225,1245
2015-05-29 18:00:00,32,9,1289,1330
2015-05-29 19:00:00,57,11,1148,1216
2015-05-29 20:00:00,52,29,1372,1453
2015-05-29 21:00:00,30,11,1239,1280
2015-05-29 22:00:00,22,3,1125,1150
2015-05-29 23:00:00,22,14,1027,1063
2015-05-30 00:00:00,26,8,980,1014
2015-05-30 01:00:00,20,5,887,912
2015-05-30 02:00:00,23,10,988,1021
2015-05-30 03:00:00,16,4,913,933
2015-05-30 04:00:00,19,1,995,1015
2015-05-30 05:00:00,38,6,800,844
2015-05-30 06:00:00,8,0,533,541
2015-05-30 07:00:00,10,0,282,292
2015-05-30 08:00:00,2,1,171,174
2015-05-30 09:00:00,15,0,139,154
2015-05-30 10:00:00,1,0,78,79
2015-05-30 11:00:00,0,0,95,95
2015-05-30 12:00:00,3,0,185,188
2015-05-30 13:00:00,12,2,323,337
2015-05-30 14:00:00,17,8,453,478
2015-05-30 15:00:00,14,4,696,714
2015-05-30 16:00:00,20,3,811,834
2015-05-30 17:00:00,31,12,900,943
2015-05-30 18:00:00,18,2,863,883
2015-05-30 19:00:00,41,18,872,931
2015-05-30 20:00:00,18,5,812,835
2015-05-30 21:00:00,25,11,948,984
2015-05-30 22:00:00,46,9,790,845
2015-05-30 23:00:00,28,7,949,984
2015-05-31 00:00:00,10,6,967,983
2015-05-31 01:00:00,10,2,793,805
2015-05-31 02:00:00,14,3,803,820
2015-05-31 03:00:00,29,8,892,929
2015-05-31 04:00:00,25,4,801,830
2015-05-31 05:00:00,19,1,716,736
2015-05-31 06:00:00,14,8,558,580
2015-05-31 07:00:00,11,0,362,373
2015-05-31 08:00:00,2,1,173,176
2015-05-31 09:00:00,4,3,112,119
2015-05-31 10:00:00,6,0,88,94
2015-05-31 11:00:00,1,0,115,116
2015-05-31 12:00:00,8,1,207,216
2015-05-31 13:00:00,7,1,341,349
2015-05-31 14:00:00,5,0,439,444
2015-05-31 15:00:00,8,1,676,685
2015-05-31 16:00:00,27,10,881,918
2015-05-31 17:00:00,18,7,948,973
2015-05-31 18:00:00,24,10,1058,1092
2015-05-31 19:00:00,27,6,1068,1101
2015-05-31 20:00:00,15,5,1052,1072
2015-05-31 21:00:00,18,5,961,984
2015-05-31 22:00:00,17,8,920,945
2015-05-31 23:00:00,31,9,1017,1057
2015-06-01 00:00:00,23,10,1065,1098
2015-06-01 01:00:00,26,7,1072,1105
2015-06-01 02:00:00,22,7,1094,1123
2015-06-01 03:00:00,14,12,1062,1088
2015-06-01 04:00:00,22,12,1078,1112
2015-06-01 05:00:00,7,2,763,772
2015-06-01 06:00:00,7,2,525,534
2015-06-01 07:00:00,31,4,291,326
2015-06-01 08:00:00,5,0,152,157
2015-06-01 09:00:00,0,0,115,115
2015-06-01 10:00:00,3,1,110,114
2015-06-01 11:00:00,1,1,130,132
2015-06-01 12:00:00,12,0,266,278
2015-06-01 13:00:00,10,2,419,431
2015-06-01 14:00:00,6,1,623,630
2015-06-01 15:00:00,22,7,1075,1104
2015-06-01 16:00:00,25,9,1376,1410
2015-06-01 17:00:00,63,22,1633,1718
2015-06-01 18:00:00,49,29,1579,1657
2015-06-01 19:00:00,49,21,1520,1590
2015-06-01 20:00:00,37,9,1522,1568
2015-06-01 21:00:00,28,16,1679,1723
2015-06-01 22:00:00,36,16,1572,1624
2015-06-01 23:00:00,24,10,1353,1387
2015-06-02 00:00:00,25,7,1141,1173
2015-06-02 01:00:00,33,14,1206,1253
2015-06-02 02:00:00,15,10,1208,1233
2015-06-02 03:00:00,29,7,1276,1312
2015-06-02 04:00:00,32,8,1221,1261
2015-06-02 05:00:00,15,6,914,935
2015-06-02 06:00:00,24,4,564,592
2015-06-02 07:00:00,2,0,354,356
2015-06-02 08:00:00,5,1,216,222
2015-06-02 09:00:00,7,0,122,129
2015-06-02 10:00:00,1,0,132,133
2015-06-02 11:00:00,8,7,143,158
2015-06-02 12:00:00,6,0,221,227
2015-06-02 13:00:00,17,1,474,492
2015-06-02 14:00:00,14,1,761,776
2015-06-02 15:00:00,19,14,1152,1185
2015-06-02 16:00:00,39,22,1260,1321
2015-06-02 17:00:00,32,15,1523,1570
2015-06-02 18:00:00,33,20,1535,1588
2015-06-02 19:00:00,45,16,1596,1657
2015-06-02 20:00:00,37,14,1477,1528
2015-06-02 21:00:00,35,17,1469,1521
2015-06-02 22:00:00,33,16,1472,1521
2015-06-02 23:00:00,19,6,1168,1193
2015-06-03 00:00:00,23,6,1076,1105
2015-06-03 01:00:00,23,13,1160,1196
2015-06-03 02:00:00,32,14,1163,1209
2015-06-03 03:00:00,29,7,1157,1193
2015-06-03 04:00:00,19,2,1159,1180
2015-06-03 05:00:00,23,2,993,1018
2015-06-03 06:00:00,13,5,604,622
2015-06-03 07:00:00,14,5,318,337
2015-06-03 08:00:00,7,1,201,209
2015-06-03 09:00:00,3,0,93,96
2015-06-03 10:00:00,0,0,115,115
2015-06-03 11:00:00,2,0,126,128
2015-06-03 12:00:00,5,6,257,268
2015-06-03 13:00:00,12,3,427,442
2015-06-03 14:00:00,10,1,774,785
2015-06-03 15:00:00,22,10,1070,1102
2015-06-03 16:00:00,29,18,1358,1405
2015-06-03 17:00:00,42,26,1575,1643
2015-06-03 18:00:00,53,13,1736,1802
2015-06-03 19:00:00,58,18,1524,1600
2015-06-03 20:00:00,34,9,1551,1594
2015-06-03 21:00:00,48,21,1597,1666
2015-06-03 22:00:00,43,14,1494,1551
2015-06-03 23:00:00,35,10,1248,1293
2015-06-04 00:00:00,40,11,1127,1178
2015-06-04 01:00:00,41,14,1179,1234
2015-06-04 02:00:00,30,15,1177,1222
2015-06-04 03:00:00,23,4,1173,1200
2015-06-04 04:00:00,37,7,1160,1204
2015-06-04 05:00:00,14,6,979,999
2015-06-04 06:00:00,13,2,666,681
2015-06-04 07:00:00,8,1,333,342
2015-06-04 08:00:00,1,1,166,168
2015-06-04 09:00:00,5,1,143,149
2015-06-04 10:00:00,0,0,105,105
2015-06-04 11:00:00,2,0,157,159
2015-06-04 12:00:00,9,0,249,258
2015-06-04 13:00:00,7,1,385,393
2015-06-04 14:00:00,14,3,714,731
2015-06-04 15:00:00,28,13,1228,1269
2015-06-04 16:00:00,37,18,1474,1529
2015-06-04 17:00:00,50,21,1495,1566
2015-06-04 18:00:00,41,18,1479,1538
2015-06-04 19:00:00,32,11,1418,1461
2015-06-04 20:00:00,35,18,1547,1600
2015-06-04 21:00:00,44,16,1661,1721
2015-06-04 22:00:00,63,11,1568,1642
2015-06-04 23:00:00,30,13,1237,1280
2015-06-05 00:00:00,23,10,1013,1046
2015-06-05 01:00:00,21,6,1077,1104
2015-06-05 02:00:00,27,8,1170,1205
2015-06-05 03:00:00,33,8,1169,1210
2015-06-05 04:00:00,23,7,1208,1238
2015-06-05 05:00:00,6,2,828,836
2015-06-05 06:00:00,10,2,597,609
2015-06-05 07:00:00,4,1,266,271
2015-06-05 08:00:00,1,0,140,141
2015-06-05 09:00:00,1,0,107,108
2015-06-05 10:00:00,3,0,103,106
2015-06-05 11:00:00,2,2,113,117
2015-06-05 12:00:00,14,1,225,240
2015-06-05 13:00:00,4,2,403,409
2015-06-05 14:00:00,13,2,578,593
2015-06-05 15:00:00,23,9,927,959
2015-06-05 16:00:00,21,6,1161,1188
2015-06-05 17:00:00,30,13,1351,1394
2015-06-05 18:00:00,22,8,1308,1338
2015-06-05 19:00:00,28,8,1333,1369
2015-06-05 20:00:00,52,17,1521,1590
2015-06-05 21:00:00,28,11,1383,1422
2015-06-05 22:00:00,28,14,1147,1189
2015-06-05 23:00:00,35,12,1085,1132
2015-06-06 00:00:00,21,6,845,872
2015-06-06 01:00:00,15,5,806,826
2015-06-06 02:00:00,25,11,953,989
2015-06-06 03:00:00,29,9,1069,1107
2015-06-06 04:00:00,24,3,922,949
2015-06-06 05:00:00,10,1,762,773
2015-06-06 06:00:00,10,3,572,585
2015-06-06 07:00:00,10,8,329,347
2015-06-06 08:00:00,6,1,202,209
2015-06-06 09:00:00,4,3,71,78
2015-06-06 10:00:00,1,0,76,77
2015-06-06 11:00:00,0,0,105,105
2015-06-06 12:00:00,2,1,196,199
2015-06-06 13:00:00,8,2,278,288
2015-06-06 14:00:00,7,0,375,382
2015-06-06 15:00:00,19,1,563,583
2015-06-06 16:00:00,24,5,821,850
2015-06-06 17:00:00,28,10,864,902
2015-06-06 18:00:00,10,4,927,941
2015-06-06 19:00:00,13,4,891,908
2015-06-06 20:00:00,35,9,1237,1281
2015-06-06 21:00:00,18,4,911,933
2015-06-06 22:00:00,41,6,1060,1107
2015-06-06 23:00:00,17,8,844,869
2015-06-07 00:00:00,30,7,784,821
2015-06-07 01:00:00,14,4,848,866
2015-06-07 02:00:00,18,6,1018,1042
2015-06-07 03:00:00,16,2,1038,1056
2015-06-07 04:00:00,29,9,868,906
2015-06-07 05:00:00,17,1,748,766
2015-06-07 06:00:00,10,0,490,500
2015-06-07 07:00:00,5,3,291,299
2015-06-07 08:00:00,6,3,221,230
2015-06-07 09:00:00,2,0,99,101
2015-06-07 10:00:00,0,0,76,76
2015-06-07 11:00:00,0,0,105,105
2015-06-07 12:00:00,5,0,181,186
2015-06-07 13:00:00,4,0,281,285
2015-06-07 14:00:00,11,2,434,447
2015-06-07 15:00:00,7,1,580,588
2015-06-07 16:00:00,24,3,873,900
2015-06-07 17:00:00,31,16,885,932
2015-06-07 18:00:00,17,6,909,932
2015-06-07 19:00:00,17,8,1024,1049
2015-06-07 20:00:00,24,12,1201,1237
2015-06-07 21:00:00,20,10,1015,1045
2015-06-07 22:00:00,19,7,855,881
2015-06-07 23:00:00,20,6,875,901
2015-06-08 00:00:00,16,1,920,937
2015-06-08 01:00:00,26,5,961,992
2015-06-08 02:00:00,23,5,1050,1078
2015-06-08 03:00:00,11,4,1043,1058
2015-06-08 04:00:00,25,8,1008,1041
2015-06-08 05:00:00,18,7,701,726
2015-06-08 06:00:00,8,7,543,558
2015-06-08 07:00:00,10,1,307,318
2015-06-08 08:00:00,3,0,143,146
2015-06-08 09:00:00,0,0,115,115
2015-06-08 10:00:00,1,0,123,124
2015-06-08 11:00:00,8,2,163,173
2015-06-08 12:00:00,11,1,208,220
2015-06-08 13:00:00,7,1,354,362
2015-06-08 14:00:00,17,2,602,621
2015-06-08 15:00:00,53,6,815,874
2015-06-08 16:00:00,29,10,1118,1157
2015-06-08 17:00:00,60,40,1496,1596
2015-06-08 18:00:00,41,15,1364,1420
2015-06-08 19:00:00,36,19,1449,1504
2015-06-08 20:00:00,39,18,1474,1531
2015-06-08 21:00:00,36,17,1513,1566
2015-06-08 22:00:00,29,12,1456,1497
2015-06-08 23:00:00,34,11,1282,1327
2015-06-09 00:00:00,14,3,1189,1206
2015-06-09 01:00:00,20,9,1088,1117
2015-06-09 02:00:00,28,7,1257,1292
2015-06-09 03:00:00,16,5,1217,1238
2015-06-09 04:00:00,27,5,1428,1460
2015-06-09 05:00:00,19,2,1026,1047
2015-06-09 06:00:00,13,2,609,624
2015-06-09 07:00:00,10,3,299,312
2015-06-09 08:00:00,2,0,190,192
2015-06-09 09:00:00,9,0,121,130
2015-06-09 10:00:00,2,0,102,104
2015-06-09 11:00:00,9,2,166,177
2015-06-09 12:00:00,2,1,227,230
2015-06-09 13:00:00,6,4,387,397
2015-06-09 14:00:00,16,2,659,677
2015-06-09 15:00:00,23,8,1099,1130
2015-06-09 16:00:00,23,11,1463,1497
2015-06-09 17:00:00,33,9,1421,1463
2015-06-09 18:00:00,32,13,1464,1509
2015-06-09 19:00:00,33,12,1777,1822
2015-06-09 20:00:00,32,14,1631,1677
2015-06-09 21:00:00,39,8,1470,1517
2015-06-09 22:00:00,31,5,1465,1501
2015-06-09 23:00:00,33,7,1323,1363
2015-06-10 00:00:00,19,6,1216,1241
2015-06-10 01:00:00,45,13,1296,1354
2015-06-10 02:00:00,26,12,1251,1289
2015-06-10 03:00:00,17,5,1211,1233
2015-06-10 04:00:00,32,2,1088,1122
2015-06-10 05:00:00,22,2,922,946
2015-06-10 06:00:00,26,11,584,621
2015-06-10 07:00:00,3,1,275,279
2015-06-10 08:00:00,0,1,143,144
2015-06-10 09:00:00,4,0,122,126
2015-06-10 10:00:00,0,1,132,133
2015-06-10 11:00:00,2,0,152,154
2015-06-10 12:00:00,8,2,219,229
2015-06-10 13:00:00,14,1,443,458
2015-06-10 14:00:00,14,3,644,661
2015-06-10 15:00:00,27,8,1101,1136
2015-06-10 16:00:00,37,9,1490,1536
2015-06-10 17:00:00,37,12,1520,1569
2015-06-10 18:00:00,49,22,1562,1633
2015-06-10 19:00:00,49,27,1591,1667
2015-06-10 20:00:00,41,13,1688,1742
2015-06-10 21:00:00,58,25,1809,1892
2015-06-10 22:00:00,41,18,1364,1423
2015-06-10 23:00:00,28,16,1391,1435
2015-06-11 00:00:00,32,12,1170,1214
2015-06-11 01:00:00,22,11,1043,1076
2015-06-11 02:00:00,15,6,1146,1167
2015-06-11 03:00:00,18,2,1308,1328
2015-06-11 04:00:00,28,5,1211,1244
2015-06-11 05:00:00,25,5,974,1004
2015-06-11 06:00:00,11,3,546,560
2015-06-11 07:00:00,5,4,265,274
2015-06-11 08:00:00,5,4,163,172
2015-06-11 09:00:00,3,1,101,105
2015-06-11 10:00:00,1,0,103,104
2015-06-11 11:00:00,3,2,173,178
2015-06-11 12:00:00,3,1,229,233
2015-06-11 13:00:00,3,2,363,368
2015-06-11 14:00:00,14,3,602,619
2015-06-11 15:00:00,28,11,964,1003
2015-06-11 16:00:00,18,4,1247,1269
2015-06-11 17:00:00,28,8,1251,1287
2015-06-11 18:00:00,56,16,1311,1383
2015-06-11 19:00:00,39,7,1281,1327
2015-06-11 20:00:00,63,27,1432,1522
2015-06-11 21:00:00,29,11,1257,1297
2015-06-11 22:00:00,22,8,1094,1124
2015-06-11 23:00:00,32,4,1021,1057
2015-06-12 00:00:00,24,9,995,1028
2015-06-12 01:00:00,25,6,869,900
2015-06-12 02:00:00,16,8,920,944
2015-06-12 03:00:00,16,4,1079,1099
2015-06-12 04:00:00,25,3,998,1026
2015-06-12 05:00:00,21,3,776,800
2015-06-12 06:00:00,12,3,499,514
2015-06-12 07:00:00,5,2,304,311
2015-06-12 08:00:00,6,1,166,173
2015-06-12 09:00:00,2,0,96,98
2015-06-12 10:00:00,2,1,106,109
2015-06-12 11:00:00,5,0,153,158
2015-06-12 12:00:00,5,0,203,208
2015-06-12 13:00:00,9,1,291,301
2015-06-12 14:00:00,7,1,439,447
2015-06-12 15:00:00,19,5,650,674
2015-06-12 16:00:00,15,3,754,772
2015-06-12 17:00:00,9,4,912,925
2015-06-12 18:00:00,16,12,946,974
2015-06-12 19:00:00,15,8,863,886
2015-06-12 20:00:00,9,7,1002,1018
2015-06-12 21:00:00,27,6,800,833
2015-06-12 22:00:00,21,13,828,862
2015-06-12 23:00:00,21,7,778,806
2015-06-13 00:00:00,31,10,843,884
2015-06-13 01:00:00,22,5,756,783
2015-06-13 02:00:00,17,4,793,814
2015-06-13 03:00:00,11,1,728,740
2015-06-13 04:00:00,19,4,878,901
2015-06-13 05:00:00,12,5,787,804
2015-06-13 06:00:00,15,5,523,543
2015-06-13 07:00:00,5,1,296,302
2015-06-13 08:00:00,2,0,150,152
2015-06-13 09:00:00,0,0,98,98
2015-06-13 10:00:00,1,0,96,97
2015-06-13 11:00:00,1,0,108,109
2015-06-13 12:00:00,4,0,175,179
2015-06-13 13:00:00,4,0,272,276
2015-06-13 14:00:00,9,1,382,392
2015-06-13 15:00:00,32,1,590,623
2015-06-13 16:00:00,13,3,792,808
2015-06-13 17:00:00,18,4,758,780
2015-06-13 18:00:00,14,1,829,844
2015-06-13 19:00:00,8,2,565,575
2015-06-13 20:00:00,6,2,316,324
2015-06-13 21:00:00,9,6,340,355
2015-06-13 22:00:00,20,2,361,383
2015-06-13 23:00:00,5,3,496,504
2015-06-14 00:00:00,12,4,456,472
2015-06-14 01:00:00,10,3,448,461
2015-06-14 02:00:00,9,3,425,437
2015-06-14 03:00:00,14,0,440,454
2015-06-14 04:00:00,31,2,758,791
2015-06-14 05:00:00,36,8,822,866
2015-06-14 06:00:00,10,4,534,548
2015-06-14 07:00:00,13,14,285,312
2015-06-14 08:00:00,0,0,213,213
2015-06-14 09:00:00,1,0,139,140
2015-06-14 10:00:00,3,0,87,90
2015-06-14 11:00:00,3,0,102,105
2015-06-14 12:00:00,5,4,176,185
2015-06-14 13:00:00,9,1,276,286
2015-06-14 14:00:00,9,0,408,417
2015-06-14 15:00:00,15,8,663,686
2015-06-14 16:00:00,19,6,764,789
2015-06-14 17:00:00,11,4,854,869
2015-06-14 18:00:00,25,4,989,1018
2015-06-14 19:00:00,38,9,1099,1146
2015-06-14 20:00:00,20,16,929,965
2015-06-14 21:00:00,18,8,987,1013
2015-06-14 22:00:00,34,6,934,974
2015-06-14 23:00:00,11,4,903,918
2015-06-15 00:00:00,17,6,921,944
2015-06-15 01:00:00,33,7,958,998
2015-06-15 02:00:00,26,12,1014,1052
2015-06-15 03:00:00,22,8,999,1029
2015-06-15 04:00:00,22,3,1147,1172
2015-06-15 05:00:00,22,3,731,756
2015-06-15 06:00:00,18,7,597,622
2015-06-15 07:00:00,6,1,247,254
2015-06-15 08:00:00,6,0,217,223
2015-06-15 09:00:00,1,0,90,91
2015-06-15 10:00:00,1,0,130,131
2015-06-15 11:00:00,1,0,129,130
2015-06-15 12:00:00,2,1,210,213
2015-06-15 13:00:00,11,0,350,361
2015-06-15 14:00:00,17,2,660,679
2015-06-15 15:00:00,53,18,1019,1090
2015-06-15 16:00:00,39,14,1200,1253
2015-06-15 17:00:00,52,28,1428,1508
2015-06-15 18:00:00,63,12,1535,1610
2015-06-15 19:00:00,39,9,1542,1590
2015-06-15 20:00:00,43,14,1646,1703
2015-06-15 21:00:00,63,18,1618,1699
2015-06-15 22:00:00,37,20,1657,1714
2015-06-15 23:00:00,30,8,1406,1444
2015-06-16 00:00:00,35,13,1178,1226
2015-06-16 01:00:00,41,21,1210,1272
2015-06-16 02:00:00,30,10,1254,1294
2015-06-16 03:00:00,26,9,1132,1167
2015-06-16 04:00:00,38,16,1223,1277
2015-06-16 05:00:00,28,11,1018,1057
2015-06-16 06:00:00,20,1,574,595
2015-06-16 07:00:00,5,1,341,347
2015-06-16 08:00:00,12,1,150,163
2015-06-16 09:00:00,1,0,105,106
2015-06-16 10:00:00,1,1,130,132
2015-06-16 11:00:00,3,4,139,146
2015-06-16 12:00:00,14,0,212,226
2015-06-16 13:00:00,10,0,364,374
2015-06-16 14:00:00,39,9,661,709
2015-06-16 15:00:00,34,14,1115,1163
2015-06-16 16:00:00,52,10,1266,1328
2015-06-16 17:00:00,58,8,1547,1613
2015-06-16 18:00:00,67,31,1632,1730
2015-06-16 19:00:00,79,37,1719,1835
2015-06-16 20:00:00,54,19,1722,1795
2015-06-16 21:00:00,56,23,1766,1845
2015-06-16 22:00:00,47,18,1579,1644
2015-06-16 23:00:00,50,19,1554,1623
2015-06-17 00:00:00,50,13,1183,1246
2015-06-17 01:00:00,33,8,1045,1086
2015-06-17 02:00:00,32,14,1236,1282
2015-06-17 03:00:00,31,12,1336,1379
2015-06-17 04:00:00,30,5,1469,1504
2015-06-17 05:00:00,43,27,1076,1146
2015-06-17 06:00:00,22,8,642,672
2015-06-17 07:00:00,9,3,361,373
2015-06-17 08:00:00,7,0,166,173
2015-06-17 09:00:00,8,0,128,136
2015-06-17 10:00:00,1,1,89,91
2015-06-17 11:00:00,4,0,174,178
2015-06-17 12:00:00,3,0,224,227
2015-06-17 13:00:00,6,0,366,372
2015-06-17 14:00:00,16,1,653,670
2015-06-17 15:00:00,35,8,1103,1146
2015-06-17 16:00:00,54,38,1437,1529
2015-06-17 17:00:00,49,19,1605,1673
2015-06-17 18:00:00,46,20,1516,1582
2015-06-17 19:00:00,49,30,1541,1620
2015-06-17 20:00:00,27,16,1464,1507
2015-06-17 21:00:00,54,19,1487,1560
2015-06-17 22:00:00,33,14,1442,1489
2015-06-17 23:00:00,38,13,1205,1256
2015-06-18 00:00:00,40,15,1204,1259
2015-06-18 01:00:00,23,8,1220,1251
2015-06-18 02:00:00,31,6,1184,1221
2015-06-18 03:00:00,27,11,1260,1298
2015-06-18 04:00:00,36,7,1283,1326
2015-06-18 05:00:00,40,15,1053,1108
2015-06-18 06:00:00,12,2,609,623
2015-06-18 07:00:00,11,0,361,372
2015-06-18 08:00:00,2,0,142,144
2015-06-18 09:00:00,1,1,129,131
2015-06-18 10:00:00,4,1,99,104
2015-06-18 11:00:00,3,0,131,134
2015-06-18 12:00:00,20,1,232,253
2015-06-18 13:00:00,17,6,393,416
2015-06-18 14:00:00,4,0,611,615
2015-06-18 15:00:00,23,4,1031,1058
2015-06-18 16:00:00,54,27,1386,1467
2015-06-18 17:00:00,47,37,1417,1501
2015-06-18 18:00:00,49,21,1620,1690
2015-06-18 19:00:00,31,6,1481,1518
2015-06-18 20:00:00,41,17,1426,1484
2015-06-18 21:00:00,60,15,1436,1511
2015-06-18 22:00:00,89,10,1422,1521
2015-06-18 23:00:00,37,10,1272,1319
2015-06-19 00:00:00,27,6,1088,1121
2015-06-19 01:00:00,14,3,1003,1020
2015-06-19 02:00:00,28,6,988,1022
2015-06-19 03:00:00,33,12,1223,1268
2015-06-19 04:00:00,29,4,1156,1189
2015-06-19 05:00:00,20,2,941,963
2015-06-19 06:00:00,17,1,590,608
2015-06-19 07:00:00,14,1,310,325
2015-06-19 08:00:00,3,0,160,163
2015-06-19 09:00:00,1,0,141,142
2015-06-19 10:00:00,3,0,124,127
2015-06-19 11:00:00,1,1,141,143
2015-06-19 12:00:00,4,1,197,202
2015-06-19 13:00:00,12,3,449,464
2015-06-19 14:00:00,7,3,658,668
2015-06-19 15:00:00,17,9,924,950
2015-06-19 16:00:00,32,7,1166,1205
2015-06-19 17:00:00,36,22,1236,1294
2015-06-19 18:00:00,29,11,1344,1384
2015-06-19 19:00:00,29,16,1376,1421
2015-06-19 20:00:00,28,16,1255,1299
2015-06-19 21:00:00,46,21,1383,1450
2015-06-19 22:00:00,42,9,1169,1220
2015-06-19 23:00:00,21,12,940,973
2015-06-20 00:00:00,10,1,882,893
2015-06-20 01:00:00,43,13,887,943
2015-06-20 02:00:00,14,3,895,912
2015-06-20 03:00:00,12,6,900,918
2015-06-20 04:00:00,10,4,932,946
2015-06-20 05:00:00,12,1,772,785
2015-06-20 06:00:00,16,5,586,607
2015-06-20 07:00:00,3,0,294,297
2015-06-20 08:00:00,1,0,184,185
2015-06-20 09:00:00,7,0,102,109
2015-06-20 10:00:00,3,0,96,99
2015-06-20 11:00:00,0,0,95,95
2015-06-20 12:00:00,9,0,140,149
2015-06-20 13:00:00,10,0,232,242
2015-06-20 14:00:00,6,14,367,387
2015-06-20 15:00:00,17,2,633,652
2015-06-20 16:00:00,20,8,847,875
2015-06-20 17:00:00,14,5,852,871
2015-06-20 18:00:00,17,6,900,923
2015-06-20 19:00:00,56,5,981,1042
2015-06-20 20:00:00,71,11,955,1037
2015-06-20 21:00:00,21,19,863,903
2015-06-20 22:00:00,14,2,773,789
2015-06-20 23:00:00,18,6,885,909
2015-06-21 00:00:00,21,4,853,878
2015-06-21 01:00:00,17,10,843,870
2015-06-21 02:00:00,9,3,845,857
2015-06-21 03:00:00,18,4,848,870
2015-06-21 04:00:00,20,1,829,850
2015-06-21 05:00:00,16,2,698,716
2015-06-21 06:00:00,19,4,585,608
2015-06-21 07:00:00,15,0,283,298
2015-06-21 08:00:00,6,0,173,179
2015-06-21 09:00:00,0,0,94,94
2015-06-21 10:00:00,1,0,68,69
2015-06-21 11:00:00,3,2,138,143
2015-06-21 12:00:00,2,2,161,165
2015-06-21 13:00:00,3,0,218,221
2015-06-21 14:00:00,9,1,426,436
2015-06-21 15:00:00,11,5,511,527
2015-06-21 16:00:00,13,4,750,767
2015-06-21 17:00:00,20,3,884,907
2015-06-21 18:00:00,39,6,973,1018
2015-06-21 19:00:00,27,5,1005,1037
2015-06-21 20:00:00,24,7,1001,1032
2015-06-21 21:00:00,10,10,1043,1063
2015-06-21 22:00:00,13,3,969,985
2015-06-21 23:00:00,17,7,1019,1043
2015-06-22 00:00:00,22,10,1013,1045
2015-06-22 01:00:00,25,9,1077,1111
2015-06-22 02:00:00,26,16,1005,1047
2015-06-22 03:00:00,37,5,1094,1136
2015-06-22 04:00:00,19,4,1166,1189
2015-06-22 05:00:00,12,4,848,864
2015-06-22 06:00:00,9,8,662,679
2015-06-22 07:00:00,7,4,333,344
2015-06-22 08:00:00,2,0,165,167
2015-06-22 09:00:00,3,0,134,137
2015-06-22 10:00:00,2,1,132,135
2015-06-22 11:00:00,4,0,176,180
2015-06-22 12:00:00,8,1,236,245
2015-06-22 13:00:00,2,0,367,369
2015-06-22 14:00:00,20,3,583,606
2015-06-22 15:00:00,24,7,1082,1113
2015-06-22 16:00:00,47,13,1189,1249
2015-06-22 17:00:00,34,14,1558,1606
2015-06-22 18:00:00,57,33,1633,1723
2015-06-22 19:00:00,51,24,1652,1727
2015-06-22 20:00:00,68,21,1699,1788
2015-06-22 21:00:00,43,25,1618,1686
2015-06-22 22:00:00,43,19,1593,1655
2015-06-22 23:00:00,33,13,1447,1493
2015-06-23 00:00:00,43,26,1115,1184
2015-06-23 01:00:00,28,11,1011,1050
2015-06-23 02:00:00,39,10,1144,1193
2015-06-23 03:00:00,21,11,1117,1149
2015-06-23 04:00:00,30,4,1109,1143
2015-06-23 05:00:00,19,4,939,962
2015-06-23 06:00:00,14,7,637,658
2015-06-23 07:00:00,7,5,333,345
2015-06-23 08:00:00,2,1,158,161
2015-06-23 09:00:00,3,0,122,125
2015-06-23 10:00:00,4,1,99,104
2015-06-23 11:00:00,6,0,161,167
2015-06-23 12:00:00,6,1,262,269
2015-06-23 13:00:00,12,1,346,359
2015-06-23 14:00:00,10,6,608,624
2015-06-23 15:00:00,24,13,1061,1098
2015-06-23 16:00:00,40,13,1335,1388
2015-06-23 17:00:00,46,26,1458,1530
2015-06-23 18:00:00,63,22,1710,1795
2015-06-23 19:00:00,54,24,1678,1756
2015-06-23 20:00:00,35,16,1650,1701
2015-06-23 21:00:00,36,16,1604,1656
2015-06-23 22:00:00,45,17,1651,1713
2015-06-23 23:00:00,46,15,1425,1486
2015-06-24 00:00:00,39,12,1174,1225
2015-06-24 01:00:00,41,10,1042,1093
2015-06-24 02:00:00,37,6,1170,1213
2015-06-24 03:00:00,13,1,1115,1129
2015-06-24 04:00:00,25,5,1196,1226
2015-06-24 05:00:00,23,3,1036,1062
2015-06-24 06:00:00,16,6,642,664
2015-06-24 07:00:00,7,1,400,408
2015-06-24 08:00:00,2,1,158,161
2015-06-24 09:00:00,0,0,94,94
2015-06-24 10:00:00,4,0,113,117
2015-06-24 11:00:00,0,0,119,119
2015-06-24 12:00:00,5,2,231,238
2015-06-24 13:00:00,8,0,392,400
2015-06-24 14:00:00,36,1,616,653
2015-06-24 15:00:00,30,13,1013,1056
2015-06-24 16:00:00,41,14,1278,1333
2015-06-24 17:00:00,34,16,1289,1339
2015-06-24 18:00:00,32,11,1373,1416
2015-06-24 19:00:00,48,15,1502,1565
2015-06-24 20:00:00,43,21,1425,1489
2015-06-24 21:00:00,31,15,1485,1531
2015-06-24 22:00:00,42,14,1202,1258
2015-06-24 23:00:00,27,10,1134,1171
2015-06-25 00:00:00,12,3,948,963
2015-06-25 01:00:00,12,6,960,978
2015-06-25 02:00:00,20,8,935,963
2015-06-25 03:00:00,19,9,981,1009
2015-06-25 04:00:00,20,7,1038,1065
2015-06-25 05:00:00,20,9,920,949
